Name of the Power Station,Fuel,Producer ,     Installed Capacity,, Capacity,"for Fuel
",for plant. S/D,Shut down (date)/,Start up,Area,,,
keraniganj100powerpac,HFO,QRPP,8*13.45,100,100,,50,Fuel shortage,,Dhaka,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,62,,Low water level & Unit-3 S/D,,Chattogram,,,
juldah1003acorn,HFO,IPP,0,100,100,,0,,,Chattogram,,,
sirajgonj2252,Gas/HSD,NWPGCL,1*150+1*75,220,220,14,,Gas shortage,,Rajshahi,,,
ashuganj55precision,Gas,RPP ,15*4,55,55,55,,Engine problem,,Cumilla,,,
rangpur113confidence,HFO,IPP,9*6.984+7*7.015+3.15*2,113,113,,3,Engine problem,,Rangpur,,,
ghorasalrepowered3,Gas,PDB,1*210,210,170,,126,Gas shortage,,Dhaka,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,,Gas shortage & ST under maint.,,Cumilla,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,194, under maint.,,Barisal,,,
fenilankapower,HFO,IPP,7*18.415+1*9.78,114,114,,8,engine p[roblem,,Cumilla,,,
adanipowerjharkhanda,Coal,Imported power,748*2,1496,1496,,748,Unit-1 under maint,,Rajshahi,,,
daudkandi200btrac,HSD,IPP,154*1.4,200,200,,,Fuel shortage,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,6,Machine problem,,Sylhet,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,179,,Low water lavel,,Chattogram,,,
ashuganj51midland,Gas,IPP,6*9.34,51,51,,,Ash. 230 kV GIS Bus S/D,,Cumilla,,,
ashuganj150midland,HFO,IPP,23*7.015,150,150,,,Ash. 230 kV GIS Bus S/D,,Cumilla,,,
mymensingh200ed,HFO,IPP,200,200,200,,8,Engine problem,,Mymensingh,,,
ashuganj450north,Gas,APSCL,1*360,360,360,0,,Gas shortage,,Cumilla,,,
mymensinghrpcl210,Gas,IPP,4*35+1*70,210,202,72,,Gas shortage,,Mymensingh,,,
shajibazar330,Gas,PDB,3*110,330,330,,160,GT-2 Under maint.,,Sylhet,,,
barapukuria1,Coal,PDB,1*125,125,85,25,,Under maint,,Rangpur,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,,412,,,Dhaka,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,163,STG Under S/D,,Cumilla,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,305,305,155,,GT-1 under maint.,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*175,225,225,,75,Triiped at 09:25 and ST under S/D,,Chattogram,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,73,Tripped at 08:32 and Engine problem,,Cumilla,,,
sylhet150,Gas,PDB,1*142,142,142,,72,Engine problem,,Sylhet,,,
khulna115kpcl2,HFO,QRPP,7*17,115,115,,20,Engine problem,,Khulna,,,
ghorasalrepowered4,Gas,PDB,1*210,210,180,,30,Machine problem,,Dhaka,,,
chattogram1,Gas,PDB,1*210,210,180,68,,Gas shortage,,Chattogram,,,
karnaphulipower,HFO,IPP,18.415*6+6.5,110,110,0,,,,Chattogram,,,
chandpur115doreen,HFO,IPP,4*18.5+2*22.5,115,115,,0,,,Cumilla,,,
anlimaenergy,HFO,IPP,6*21.2,116,116,,17,Engine problem,,Chattogram,,,
shahjibazarg89,Gas,PDB,2*35,70,66,,14,Gt-9 under maint.,,Sylhet,,,
ashuganj450south,Gas,APSCL,1*360,360,360,30,,FGMO,,Cumilla,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,,125,ST under maint,,Dhaka,,,
kodda150,HFO,BPDB-RPCL,9*17.06,149,149,14,,Fuel shortage,,Dhaka,,,
sirajgonj2252,Gas/HSD,NWPGCL,1*150+1*75,220,220,,40,Gas shortage,30-08-21,Rajshahi,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,,67,Gas shortage,,Dhaka,,,
gazipur100,HFO,RPCL,6*17.5,105,105,,0,,,Dhaka,,,
ashuganj225,Gas,APSCL,1*142+1*75,221,221,0,,Gas shortage,,Cumilla,,,
ashuganj55precision,Gas,QRPP,15*4,55,55,0,,Gas shortage,,Cumilla,,,
mymensingh200ed,HFO,IPP,9.78*21,200,200,,20,Fuel shortage,,Mymensingh,,,
sylhet50epl,Gas,NENP,27*2,50,50,45,,Gas shortage,,Sylhet,,,
bibianaii341summit,Gas,IPP,1*222+1*119,341,341,11,,FGMO,,Sylhet,,,
khulna225,HSD,NWPGCL,1*150+1*75,230,230,20,,Fuel shortage,,Khulna,,,
sirajgonj2251,Gas/HSD,NWPGCL,1*150+1*75,210,210,18,,Gas shortage,,Rajshahi,,,
ashuganj225,Gas,APSCL,1*142+1*75,221,221,,,Capacity Test,,Cumilla,,,
ashuganj420east,Gas,APSCL,284*1+116*1,400,400,65,,Gas shortage,,Cumilla,,,
ashuganj51midland,Gas,IPP,6*9.34,51,51,,21,Engine problem,,Cumilla,,,
bheramarahvdc,0,Imported power,2*500,1000,1000,,,Problem in India Side,,Khulna,,,
gagnagar102digitalpower,HFO,IPP,12*8.924,102,102,,,Fuel shortage,,Dhaka,,,
sspoweri,Coal,SS Power ,2*612,1224,1224,,754,Madunaghat Transformer Limitation,,Chattogram,,,
meghnaghat104opcl,HFO,IPP,18.5*6,104,104,80,,Fuel shortage,,Dhaka,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,,69,Engine problem,,Chattogram,,,
sikalbaha105barakasikalbaha,HFO,IPP,6*17.5,105,105,70,,Fuel shortage,,Chattogram,,,
karnaphulipower,HFO,IPP,18.415*6+6.5,110,110,78,,Fuel shortage,,Chattogram,,,
ashuganj195apscled,Gas,IPP,20*9.73+1*16,195,195,150,,Gas shortae,,Cumilla,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,54,,,Sylhet,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,335,335,135,,Gas shortage,,Dhaka,,,
maona33summit,Gas,"SIPP,REB",4*8.73,33,33,,1,,,Dhaka,,,
bibiyanaiii400,Gas,PDB,285*1+134*1,400,400,,400, under S/D.,,Sylhet,,,
matarbari2600cpgcl,Coal,CPGCL,0,575,575,,,Under maint.,,Chattogram,,,
sirajgonj4414,Gas,SNWPGCL,1*282,282,282,,,FGMO,,Rajshahi,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,170,,Low water level,,Chattogram,,,
shajibazar330,Gas,PDB,3*110,330,330,,85,ST Under maint.,,Sylhet,,,
gagnagar102digitalpower,HFO,IPP,12*8.924,102,102,19,,Engine problem,,Dhaka,,,
rangpur113confidence,HFO,IPP,9*6.984+7*7.015+3.15*2,113,113,,64,Engine problem,,Rangpur,,,
manikgonj162mpgl,HFO,IPP,9*18,162,162,,2,,,Dhaka,,,
shajibazar330,Gas,PDB,3*110,330,330,,195,GT-2  under S/D due to gas,,Sylhet,,,
haripur412,Gas,EGCB,1*273+1*139,412,400,70,,Gas shortage,,Dhaka,,,
chattogram108ecpv,HFO,IPP,16*7,108,108,39,,Fuel shortage,,Chattogram,,,
chandpur115doreen,HFO,IPP,4*18.5+2*22.5,115,115,,39,Engine problem,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,96,Machine problem,,Sylhet,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,59, ST Under maint.,,Barisal,,,
shajibazar330,Gas,PDB,3*110,330,330,,150,GT-2 Under maint.,,Sylhet,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,,335, under maint.,,Dhaka,,,
jamalpur115ed,HFO,IPP,9.78*12,115,115,31,,Fuel shortage,,Mymensingh,,,
sirajgonj4004,Gas/HSD,SNWPGCL,1*282+1*132,414,414,44,,Gas shortage,,Rajshahi,,,
ashuganjenginestsk,Gas,APSCL,14*3.968,53,45,25,,Gas Shortage,,Cumilla,,,
rajlanka52,HFO,IPP,52,52,52,,7,Engine problem,,Rajshahi,,,
barapukuria2,Coal,PDB,1*125,125,85,,,Under maintenance,,Rangpur,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,412,,Dirty Fuel,,Dhaka,,,
siddhirgonj2120g,Gas,EGCB, 2*105,210,210,75,,Gas shortage,,Dhaka,,,
ashuganj150midland,HFO,IPP,23*7.015,150,150,51,,Fuel shortage,,Cumilla,,,
tangail22doreen,Gas,"SIPP, PDB",8*2.90,22,22,,17,Gas shortage,,Mymensingh,,,
chapainawabganj100peaking,HFO,PDB,12*8.924,104,104,,34,Engine problem,,Rajshahi,,,
barapukuria1,Coal,PDB,1*125,125,85,84,,Coal shortage,,Rangpur,,,
madanganj102summit,HFO,QRPP ,6*17,102,100,,0,,,Dhaka,,,
ashuganj55precision,Gas,RPP ,15*4,55,55,20,,,,Cumilla,,,
bibiyanasouth400,Gas,PDB,400 MW,383,383,,123,,,Sylhet,,,
karnaphulipower,HFO,IPP,18.415*6+6.5,110,110,,15,Engine problem,,Chattogram,,,
ashuganj450south,Gas,APSCL,1*360,360,360,110,,FGMO,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,156,,Gas shortage,,Sylhet,,,
hathazari100peaking,HFO,PDB,11*8.9,98,98,,13,Under maint,,Chattogram,,,
siddhirganj335,Gas,EGCB,1*217,217,217,,,On test.,,Dhaka,,,
patenga50,HFO,IPP,8*6.98,50,50,,15,Engine problem,,Chattogram,,,
baghabarigt100,Gas,PDB,1*100,100,100,30,,Gas shortage,,Rajshahi,,,
chattogram2,Gas,PDB,1*210,210,180,30,,,,Chattogram,,,
ashuganj5,Gas,APSCL,1*150,150,134,18,,Gas shortage,,Cumilla,,,
ashuganj450south,Gas,APSCL,1*360,360,360,,0,,,Cumilla,,,
ashuganj50,Gas,APSCL,14*3.968,53,45,,28,Engine problem,,Cumilla,,,
jamalpur95powerpac,HFO,IPP,12*8.924,95,8,,8,under maint.,,Mymensingh,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,335,335,,175,GT-2 under maint,,Dhaka,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,,165,ST under S/D,,Dhaka,,,
ashuganj195apscled,Gas,IPP,20*9.73+1*16,195,195,15,,,,Cumilla,,,
shajibazar330,Gas,PDB,3*110,330,330,,150,ST under maint.,,Sylhet,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,30,,Under maint.,,Dhaka,,,
summitpowermadhabdiashulia,Gas,"SIPP,REB",3*3.67+4*8.73,80,80,,21,Engine problem,,Dhaka,,,
tangailpallipowergen22,HFO,IPP,4*6.7,22,22,,16,Fuel shortage,,Mymensingh,,,
faridpur50peaking,HFO,PDB,8*6.89,54,54,29,,Fuel shortage,,Khulna,,,
gopalganj100peaking,HFO,PDB,16*6.98,109,109,62,,Fuel shortage,,Khulna,,,
bagura113confidence2,HFO,IPP,6*18.55+7.2,113,113,,78,High voltage,,Rajshahi,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*175,225,225,25,,,,Chattogram,,,
ashuganj450north,Gas,APSCL,1*360,360,360,30,,FGMO,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,131,,Gas shortage,,Sylhet,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,205,,Gas shortage,,Dhaka,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,80,Under maintenance,,Sylhet,,,
shajibazar330,Gas,PDB,3*110,330,330,,220,Under maint.,,Sylhet,,,
bibiyanasouth400,Gas,PDB,400 MW,383,383,,123,Machhine problem,,Sylhet,,,
ashuganj450south,Gas,APSCL,1*360,360,360,,0,FGMO,,Cumilla,,,
gagnagar102digitalpower,HFO,IPP,12*8.924,102,102,102,,Fuel shortage,,Dhaka,,,
juldah1003acorn,HFO,IPP,8*13.5,100,100,0,,Fuel shortage,,Chattogram,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,46,,Gas shortage,,Dhaka,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,67,Machine problem,,Cumilla,,,
meghnaghat100iel,HFO,NENP,12*8.9,100,100,,26,Engine problem,,Dhaka,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,335,335,60,,FGMO,,Dhaka,,,
raozan25,HFO,RPCL,3*8.9,25,25,,0,Engine problem,,Chattogram,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,149,,Low Water Level ,,Chattogram,,,
anwara300ed,HFO,IPP,17*17+24,300,300,,10,,,Chattogram,,,
ashuganj450south,Gas,APSCL,1*360,360,360,55,,,,Cumilla,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,93,Under maint,,Sylhet,,,
confidencepowerbogura1113,HFO,IPP,6*18.55,113,113,,8,Engine problem,,Rajshahi,,,
bbariaaggreko85,Gas,QRPP ,86*1.10,0,0,,,Contract expired,,Cumilla,,,
sirajgonj4414,Gas,SNWPGCL,1*282,414,414,,,FGMO,,Rajshahi,,,
sirajgonj4004,Gas/HSD,SNWPGCL,1*282+1*132,414,414,89,,Gas shortage,,Rajshahi,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,,,ST under maint,,Dhaka,,,
gagnagar102digitalpower,HFO,IPP,12*8.924,102,102,9,,Fuel shortage,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*175,225,225,21,,,,Chattogram,,,
rangpur113confidence,HFO,IPP,113 MW,113,113,,,Engine problem,,Rangpur,,,
ashuganj150midland,HFO,IPP,23*7.015,150,150,139,,Fuel shortage,,Cumilla,,,
fenilankapower,HFO,IPP,7*18.415+1*9.78,114,114,,114,Engine problem,,Cumilla,,,
tongi80g,Gas,PDB,1* 105,105,105,45,,Gas shortage,,Dhaka,,,
mymensingh200ed,HFO,IPP,9.78*21,200,200,116,,Fuel shortage,,Mymensingh,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,,68,Gas shortage,,Dhaka,,,
kodda150,HFO,BPDB-RPCL,9*17.06,149,149,59,,Fuel shortage,,Dhaka,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,,113,Low Water Level ,,Chattogram,,,
juldah1001acorn,HFO,NENP,8*13.45,100,100,,67,Fuel shortage,,Chattogram,,,
juldah1003acorn,HFO,IPP,8*13.5,100,100,,67,Fuel shortage,,Chattogram,,,
mymensingh200ed,HFO,IPP,9.78*21,200,200,,30,Fuel shortage,,Mymensingh,,,
natore52rajlanka,HFO,IPP,6*8.92,52,52,28,,Fuel shortage,,Rajshahi,,,
meghnaghat104opcl,HFO,IPP,18.5*6,104,104,87,,Fuel Shortage,,Dhaka,,,
khulna225,HSD,NWPGCL,1*150+1*75,230,230,,230,Under maint.,,Khulna,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,,51,Engine problem,,Dhaka,,,
anlimaenergy,HFO,IPP,6*21.2,116,116,16,,Fuel shortage,,Chattogram,,,
fenchugonj51barakatullah,Gas,RPP ,19*2.90,51,51,6,,Gas shortage,,Sylhet,,,
haripur412,Gas,EGCB,1*273+1*139,412,412,41,,Gas shortage,,Dhaka,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,335,335,165,,Gas shortage,,Dhaka,,,
fenchuganj44energyprima,Gas,NENP,12*3.3+5*2,50,50,15,,,,Sylhet,,,
ashuganj225,Gas,APSCL,1*142+1*75,221,221,,,ST tripped at 07:03 & FGMO,,Cumilla,,,
bheramara410,Gas,NWPGCL,1*278+1*132,410,410,,,Under S/D,,Khulna,,,
ghorasalrepowered4,Gas,PDB,1*210,210,180,,,Gas Shortage,,Dhaka,,,
rpcl210,Gas,IPP,4*35+1*70,210,202,33,,Gas shortage,,Mymensingh,,,
madanganj102summit,HFO,QRPP ,6*17,102,102,,102,Engine problem,,Dhaka,,,
sirajgonj2251,Gas/HSD,NWPGCL,1*150+1*75,210,210,-5,,Gas shortage,,Rajshahi,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,,55,Engine problem,,Dhaka,,,
barapukuria2753,Coal,PDB,1*275,274,274,,101,Machine problem,,Rangpur,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,305,305,5,,,,Dhaka,,,
ghorasalrepowered3,Gas,PDB,1*210,210,170,,126,Machine problem,,Dhaka,,,
ashuganj50,Gas,APSCL,14*3.968,53,45,22,,Gas shortage,,Cumilla,,,
fenilankapower,HFO,IPP,7*18.415+1*9.78,114,114,,6,Engine problem,,Cumilla,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,104,GT-1 under maint.,,Barisal,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,58,,Fuel shortage,,Dhaka,,,
ashuganj420east,Gas,APSCL,284*1+116*1,400,400,90,,Gas shortage,,Cumilla,,,
hobiganj11cofidencee,Gas,"SIPP, REB",4*2.90,11,11,,8,Engine problem,,Sylhet,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,28,Machine problem,,Sylhet,,,
khulna115kpcl2,HFO,NENP,7*17,115,115,32,,,,Khulna,,,
ullapara11summit,Gas,"SIPP, REB",4*2.90,11,11,,3,,,Rajshahi,,,
baghabari100g,Gas,PDB,1*100,100,100,60,,Gas shortage,,Rajshahi,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,,100,Engine problem,,Chattogram,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,13,machine problem.,,Cumilla,,,
sirajgonj2251,Gas/HSD,NWPGCL,1*150+1*75,210,210,0,,,,Rajshahi,,,
barapukuria1,Coal,PDB,1*125,125,85,,-9,,,Rangpur,,,
ghorasal3657,Gas,PDB,1*243+1*122,365,365,,65,ST under maint,,Dhaka,,,
juldah1003acorn,HFO,IPP,0,100,100,,0,Engine problem,,Chattogram,,,
ashuganj150midland,HFO,IPP,23*7.015,150,150,,12,Engine problem,2021-08-31 00:00:00,Cumilla,,,
rpcl210,Gas,IPP,4*35+1*70,210,202,50,,Gas shortage,2021-09-01 00:00:00,Mymensingh,,,
haripur412,Gas,EGCB,1*273+1*139,412,400,,20,machine problem,,Dhaka,,,
bhola33venture,Gas,NENP,1*34.50,40,10,,0,Engine problem,,Barisal,,,
barapukuria1,Coal,PDB,1*125,125,85,16,,Under maint,,Rangpur,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,0,,GT-1 under S/D due to Gas shortage,,Dhaka,,,
patenga50baraka,HFO,IPP,8*6.98,50,50,25,,Fuel shortage,,Chattogram,,,
dohazarikalaish100peaking,HFO,PDB,6*17,102,102,19,,Fuel shortage,,Chattogram,,,
ashuganj225,Gas,APSCL,1*142+1*75,221,221,121,,ST Under S/D,,Cumilla,,,
ashuganj50,Gas,APSCL,14*3.968,53,45,,,gas shortage,,Cumilla,,,
ashuganj55precision,Gas,QRPP,15*4,55,55,45,,,,Cumilla,,,
kushiara163kp,Gas,IPP,1*109+1*54,163,163,,53, ST Under maint,,Sylhet,,,
sirajgonj2253,Gas/HSD,NWPGCL,1*141,220,220,,40,Gas shortage,,Rajshahi,,,
nababganj55southernpower,HFO,IPP,3*19.3,55,55,,38,Engine problem,,Dhaka,,,
anwara300ed,HFO,IPP,17*17+24,300,300,0,,Engine problem,,Chattogram,,,
ashuganj55precision,Gas,QRPP,15*4,55,55,30,,Gas shortage,,Cumilla,,,
confidencepowerbogura1113,HFO,IPP,6*18.55,113,113,37,,Fuel shortage,,Rajshahi,,,
ashuganj55precision,Gas,RPP ,15*4,55,55,45,,,,Cumilla,,,
chandpur115doreen,HFO,IPP,4*18.5+2*22.5,115,115,,45,Engine problem,,Cumilla,,,
shahjibazarg89,Gas,PDB,2*35,70,66,,2,,,Sylhet,,,
noapara40khanjahanali,HFO,NENP,5*8.5,40,40,0,,Fuel shortage,,Khulna,,,
shajibazar330,Gas,PDB,3*110,330,330,,68,,,Sylhet,,,
sirajgonj4004,Gas/HSD,SNWPGCL,1*282+1*132,414,414,,414,Under shut down.,,Rajshahi,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,,185,ST under S/D,,Dhaka,,,
juldah1003acorn,HFO,IPP,8*13.5,100,100,,26,Engine problem,,Chattogram,,,
bibiyanasouth400,Gas,PDB,400 MW,383,383,,335,Machine Problem,,Sylhet,,,
sylhet225,Gas,PDB,1*142+1*89,231,231,,41,Gas shortage,,Sylhet,,,
keraniganj100powerpac,HFO,QRPP,8*13.45,100,20,,41,Engine problem,,Dhaka,,,
bibiyanaiii400,Gas,PDB,285*1+134*1,400,400,,,Machine triped at 10:41,,Sylhet,,,
meghnaghat100iel,HFO,NENP,12*8.9,100,100,,69,Engine problem,,Dhaka,,,
kodda1491summit,HFO,IPP,8*18.45+8.97,149,149,,18,Engine problem,,Dhaka,,,
rupsha105orionrupsha,HFO,IPP,6*18.445,105,105,,31,Engine problem,,Khulna,,,
haripur360hpl,Gas,IPP,1*235+1*125,360,360,122,,Gas shortage,,Dhaka,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,260,,Dirty fuel,,Dhaka,,,
noapara100banglatrac,HSD,IPP,70*1.4,100,100,,3,,,Khulna,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,29,,Gas shortage,,Dhaka,,,
meghnaghat100iel,HFO,NENP,12*8.9,100,100,9,,,,Dhaka,,,
meghnaghatsummit,Gas,IPP,2*110+1*110,335,335,45,,,,Dhaka,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,,5,,,Dhaka,,,
anwara300ed,HFO,IPP,17*17+24,300,300,,45,Engine problem,,Chattogram,,,
titas50peaking,HFO,PDB,6*8.92,52,52,,30,Machine problem,,Cumilla,,,
jangalia52lakdanavi,HFO,IPP,6*8.92,52,52,,5,Engine problem,,Cumilla,,,
barisal307,Coal,IPP,307*1,307,307,47,,Coal shortage,,Barisal,,,
kaptaihydro12345,Hydro,PDB,2*40+3*50,230,230,,123,Low water lavel,,Chattogram,,,
ashuganjst5,Gas,APSCL,1*150,150,134,,,Under Maint.,,Cumilla,,,
barapukuria1,Coal,PDB,1*125,125,85,,11,Coal Shortage,,Rangpur,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,72,Machine problem,,Cumilla,,,
shajibazar330,Gas,PDB,3*110,330,330,50,,Gas shortage,,Sylhet,,,
sylhet50epl,Gas,RPP ,27*2,50,50,23,,Gas shortage,,Sylhet,,,
siddhirganj100dutchbangla,HFO,NENP,12*8.9,100,100,90,,Fuel shortage,,Dhaka,,,
meghnaghatuniquepower,Gas,IPP,586,584,584,,314,Machine problem,,Dhaka,,,
siddhirganj335,Gas,EGCB,1*217+118,335,335,65,,Gas shortage,,Dhaka,,,
bhola33venture,Gas,NENP,1*34.50,40,40,,7,,,Barisal,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,,18,Machine problem.,,Dhaka,,,
karnaphulihydro12345,Hydro,PDB,2*40+3*50,230,230,65,,Low water level  & #2 under maint.,,Chattogram,,,
rpcl210,Gas,IPP,4*35+1*70,210,202,42,,,,Mymensingh,,,
amnura50sinha,HFO,QRPP,7*7.79,50,50,8,,Engine problem,,Rajshahi,,,
ghorasalst7,Gas,PDB,1*243+1*122,365,365,,165,ST  under maint.,,Dhaka,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,163,Under shut down,,Cumilla,,,
bhola225,Gas,PDB,2*63+1*68,194,194,,68,ST  Under maint.,,Barisal,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,123,Engine problem.,,Cumilla,,,
shajibazar330,Gas,PDB,3*110,330,330,100,,Gas shortage,,Sylhet,,,
shajibazar330,Gas,PDB,3*110,330,330,,210,GT-2 under maint.,,Sylhet,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,280,,Dirty fuel,,Dhaka,,,
ashuganj450south,Gas,APSCL,1*360,360,360,210,,Gas shortage,,Cumilla,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,49,,,Sylhet,,,
bibianaii341summit,Gas,IPP,1*222+1*119,341,341,51,,FGMO,,Sylhet,,,
bhola33venture,Gas,NENP,1*34.50,40,10,,3,Engine problem,,Barisal,,,
sirajgonj2252,Gas/HSD,NWPGCL,1*150+1*75,220,220,60,,,,Rajshahi,,,
madanganj102summit,HFO,NENP,6*17,102,102,2,,Fuel shortage,,Dhaka,,,
payra1320,Coal,BCPCL,2*622,1244,1244,884,,Unit-1 under S/D ,,Barisal,,,
chattogramst1raozan,Gas,PDB,1*210,210,180,65,,Machine problem.,,Chattogram,,,
chittgongst2raozan,Gas,PDB,1*210,210,180,0,,,,Chattogram,,,
karnaphulipower,HFO,IPP,18.415*6+6.5,110,110,15,,Fuel shortage,,Chattogram,,,
gazipur52,HFO,RPCL,6*8.9,52,52,,,Substation work,,Dhaka,,,
fenchugonjphase2,Gas,PDB,2*35+1*35,104,90,,68,GT-4 under maint.,,Sylhet,,,
ghorashal108regent,Gas,IPP,34*3.35,108,108,73,,Gas shortage,,Dhaka,,,
anwara300ed,HFO,IPP,17*17+24,300,300,160,,Fuel shortage,,Chattogram,,,
khulna115kpcl2,HFO,NENP,7*17,115,115,93,,Fuel shortage,,Khulna,,,
gopalganj100peaking,HFO,PDB,16*6.98,109,109,61,,Fuel shortage,,Khulna,,,
sirajgonj2252,Gas/HSD,NWPGCL,1*150+1*75,220,220,,220,Machine problem,,Rajshahi,,,
shajibazar330,Gas,PDB,3*110,330,330,,175,GT-2 Under maint.,,Sylhet,,,
dohazarikalaish100peaking,HFO,PDB,6*17,102,102,,23,Engine problem,,Chattogram,,,
ashuganj55precision,Gas,QRPP,15*4,55,55,4,,,,Cumilla,,,
jamalpur95powerpac,HFO,IPP,12*8.924,95,95,,78,Fuel shortage,,Mymensingh,,,
ashuganj55precision,Gas,QRPP,0,55,55,20,,Gas shortage,,Cumilla,,,
barapukuria1,Coal,PDB,1*125,125,85,45,,Under maint,,Rangpur,,,
haripur412,Gas,EGCB,1*273+1*139,412,400,10,,Gas shortage,,Dhaka,,,
juldah1001acorn,HFO,NENP,8*13.45,100,100,54,,Engine problem,,Chattogram,,,
matarbari2600cpgcl,Coal,CPGCL,0,575,575,,5,Unit-1 Under maint,,Chattogram,,,
chandpur150,Gas,PDB,1*106+1*57,163,163,,88,Machine problem,,Cumilla,,,
jangalia52lakdanavi,HFO,IPP,6*8.92,52,52,,10,Machine problem,,Cumilla,,,
rpcl210,Gas,IPP,4*35+1*70,210,202,202,,,,Mymensingh,,,
sylhet20g,Gas,PDB,1*20,20,20,6,,Gas shortage,,Sylhet,,,
shahjahanulla25,Gas,"SIPP, REB",3*9.34,25,25,,1,Engine problem,,Sylhet,,,
rampal1320bifpcl,Coal,NTPC&BPDB,617*2,1234,1234,,615,Unit-2 shut down,,Khulna,,,
shajibazar330,Gas,PDB,3*110,330,330,,330,GT-2 Under maint,,Sylhet,,,
sirajgonj3225,Gas/HSD,NWPGCL,1*141,141,141,,,Under maint.,,Rajshahi,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,,,GT-2 under Maint,,Dhaka,,,
matarbari2600cpgcl,Coal,CPGCL,2*575,1150,1150,350,,Coal shortage,,Chattogram,,,
shahjibazarg89,Gas,PDB,2*35,70,66,4,,,,Sylhet,,,
meghnaghat450mpl,Gas,IPP,2*150+1*150,450,450,105,,GT-2 Under S/D,,Dhaka,,,
sikalbaha225,Gas/HSD,PDB,1*150+1*75,225,225,63,,Gas shortage,,Chattogram,,,
ashuganj450north,Gas,APSCL,1*360,360,360,,,DCT preparation,,Cumilla,,,
sirajgonj2251,Gas/HSD,NWPGCL,1*150+1*75,210,210,,210,,,Rajshahi,,,
siddhirgonj2120g,Gas,EGCB, 2*105,210,210,160,,Gas shortage,,Dhaka,,,
bosila108clc,HFO,IPP,12*8.775+1*3.5,108,108,,48,Engine problem,,Dhaka,,,
kodda3002summit,HFO,IPP,18*17.076,300,300,,38,Engine problem,,Dhaka,,,
